/* DATA DESCRIPTION:
Citation:	Lamy, Frank (2024): Pacific Antarctic Cirumpolar Current strength at Site PS75/076 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.965447, 
	In: Lamy, F (2024): Pacific Antarctic Cirumpolar Current strength reconstrucion [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.965443
Abstract:	The data contain the ACC strength record at site PS75/076. The absolute ACC strength record was calculated from sortable silt data using a formula from the Scotia Sea by McCave et al. (2017). The sortable silt record was calculated from ln(Zr/Rb) using a regional calibration from discrete grain-size measurement . The ln(Zr(/Rb record was interpolated to 0.5 kyr and 9-point adjacent averaged.
Keyword(s):	Age model; Stratigraphy
Related to:	McCave, I Nicholas; Thornalley, David J R; Hall, Ian R (2017): Relation of sortable silt grain-size to deep-sea current speeds: Calibration of the 'Mud Current Meter'. Deep Sea Research Part I: Oceanographic Research Papers, 127, 1-12, https://doi.org/10.1016/j.dsr.2017.07.003
Coverage:	LATITUDE: -55.528500 * LONGITUDE: -156.139830
	DATE/TIME START: 2010-01-01T13:59:00 * DATE/TIME END: 2010-01-01T13:59:00
	MINIMUM ELEVATION: -3742.0 m * MAXIMUM ELEVATION: -3742.0 m
Event(s):	PS75/076-2 * LATITUDE: -55.528500 * LONGITUDE: -156.139830 * DATE/TIME: 2010-01-01T13:59:00 * ELEVATION: -3742.0 m * RECOVERY: 20.95 m * LOCATION: South Pacific Ocean * CAMPAIGN: ANT-XXVI/2 (PS75 BIPOMAC) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Piston corer (BGR type) (KL) * COMMENT: TC 0.65m
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
	ln-Zirconium/Rubidium ratio (ln(Zr/Rb)) * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
	Sortable-silt mean [µm] (SS) * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
	Antarctic Circumpolar Current, strength [m/s] (ACC strength) * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
	Antarctic Circumpolar Current, strength [%] (ACC strength) * PI: Lamy, Frank (https://orcid.org/0000-0001-5952-1765, frank.lamy@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/frank-lamy.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	7796 data points
*/
Age [ka BP]	ln(Zr/Rb)	SS [µm]	ACC strength [m/s]	ACC strength [%]
513.0	1.1470	15.5917	5.6977	91.018
513.5	1.2080	15.7385	5.9466	94.994
514.0	1.3107	15.9858	6.3657	101.688
514.5	1.4325	16.2791	6.8629	109.631
515.0	1.5097	16.4650	7.1780	114.664
515.5	1.5578	16.5808	7.3742	117.799
516.0	1.5467	16.5541	7.3289	117.076
516.5	1.5361	16.5284	7.2854	116.380
517.0	1.5730	16.6172	7.4359	118.785
517.5	1.6368	16.7708	7.6963	122.944
518.0	1.6702	16.8514	7.8328	125.125
518.5	1.6515	16.8063	7.7565	123.905
519.0	1.5703	16.6107	7.4249	118.609
519.5	1.5777	16.6285	7.4551	119.092
520.0	1.6126	16.7128	7.5979	121.373
520.5	1.6328	16.7612	7.6800	122.683
521.0	1.6075	16.7004	7.5769	121.037
521.5	1.5900	16.6583	7.5055	119.897
522.0	1.5822	16.6394	7.4735	119.385
522.5	1.5729	16.6170	7.4356	118.780
523.0	1.5387	16.5347	7.2960	116.550
523.5	1.5702	16.6107	7.4249	118.608
524.0	1.5613	16.5892	7.3885	118.027
524.5	1.5263	16.5049	7.2457	115.746
525.0	1.5290	16.5115	7.2567	115.922
525.5	1.5646	16.5972	7.4020	118.243
526.0	1.5725	16.6161	7.4341	118.755
526.5	1.5647	16.5973	7.4022	118.246
527.0	1.5080	16.4607	7.1707	114.548
527.5	1.4917	16.4216	7.1045	113.490
528.0	1.4713	16.3725	7.0212	112.160
528.5	1.4590	16.3427	6.9707	111.354
529.0	1.4460	16.3116	6.9179	110.510
529.5	1.4180	16.2442	6.8037	108.686
530.0	1.4007	16.2025	6.7331	107.558
530.5	1.3779	16.1475	6.6399	106.069
531.0	1.3411	16.0590	6.4899	103.672
531.5	1.3508	16.0823	6.5293	104.303
532.0	1.3701	16.1288	6.6081	105.560
532.5	1.3864	16.1680	6.6745	106.621
533.0	1.3434	16.0646	6.4993	103.823
533.5	1.2897	15.9352	6.2801	100.321
534.0	1.2373	15.8090	6.0661	96.902
534.5	1.2028	15.7260	5.9254	94.654
535.0	1.1372	15.5679	5.6575	90.376
535.5	1.0996	15.4775	5.5043	87.928
536.0	1.0883	15.4504	5.4583	87.194
536.5	1.0693	15.4046	5.3806	85.952
537.0	1.0321	15.3150	5.2289	83.529
537.5	1.0259	15.3000	5.2034	83.122
538.0	1.0241	15.2957	5.1961	83.004
538.5	1.0073	15.2553	5.1277	81.912
539.0	0.9734	15.1737	4.9894	79.702
539.5	0.9745	15.1762	4.9935	79.769
540.0	0.9570	15.1341	4.9223	78.630
540.5	0.9243	15.0555	4.7889	76.501
541.0	0.8845	14.9596	4.6265	73.905
541.5	0.8600	14.9006	4.5264	72.307
542.0	0.8557	14.8903	4.5090	72.028
542.5	0.8610	14.9030	4.5304	72.371
543.0	0.8704	14.9256	4.5689	72.986
543.5	0.8643	14.9111	4.5442	72.591
544.0	0.8489	14.8739	4.4811	71.583
544.5	0.8340	14.8381	4.4205	70.615
545.0	0.8050	14.7681	4.3019	68.720
545.5	0.7921	14.7372	4.2495	67.883
546.0	0.7846	14.7192	4.2190	67.396
546.5	0.7781	14.7035	4.1923	66.970
547.0	0.7529	14.6429	4.0896	65.329
547.5	0.7487	14.6326	4.0723	65.052
548.0	0.7446	14.6228	4.0555	64.785
548.5	0.7462	14.6265	4.0619	64.886
549.0	0.7498	14.6352	4.0766	65.121
549.5	0.7747	14.6952	4.1783	66.747
550.0	0.7874	14.7257	4.2300	67.572
550.5	0.8020	14.7610	4.2898	68.527
551.0	0.8043	14.7665	4.2991	68.675
551.5	0.8349	14.8401	4.4240	70.670
552.0	0.8419	14.8571	4.4527	71.129
552.5	0.8635	14.9089	4.5406	72.533
553.0	0.8755	14.9380	4.5898	73.319
553.5	0.8741	14.9347	4.5842	73.230
554.0	0.8588	14.8977	4.5215	72.229
554.5	0.8630	14.9077	4.5386	72.501
555.0	0.8257	14.8180	4.3864	70.071
555.5	0.7972	14.7495	4.2703	68.215
556.0	0.7819	14.7127	4.2079	67.219
556.5	0.7968	14.7485	4.2687	68.190
557.0	0.7913	14.7351	4.2460	67.827
557.5	0.8034	14.7643	4.2955	68.618
558.0	0.8121	14.7853	4.3311	69.187
558.5	0.8389	14.8497	4.4402	70.929
559.0	0.8557	14.8902	4.5089	72.027
559.5	0.8807	14.9504	4.6109	73.656
560.0	0.9271	15.0622	4.8003	76.682
560.5	0.9500	15.1172	4.8936	78.172
561.0	0.9222	15.0504	4.7804	76.364
561.5	0.9275	15.0630	4.8018	76.706
562.0	0.9509	15.1196	4.8976	78.236
562.5	0.9904	15.2146	5.0587	80.810
563.0	0.9831	15.1971	5.0289	80.334
563.5	0.9789	15.1868	5.0115	80.056
564.0	1.0234	15.2940	5.1933	82.960
564.5	1.0107	15.2634	5.1414	82.132
565.0	1.0005	15.2390	5.1000	81.469
565.5	1.0112	15.2647	5.1436	82.166
566.0	1.0277	15.3045	5.2110	83.243
566.5	0.9960	15.2280	5.0813	81.171
567.0	0.9663	15.1565	4.9601	79.235
567.5	0.9865	15.2051	5.0426	80.553
568.0	0.9766	15.1814	5.0023	79.909
568.5	0.9788	15.1866	5.0112	80.051
569.0	1.0344	15.3206	5.2382	83.678
569.5	1.0915	15.4580	5.4711	87.398
570.0	1.1431	15.5823	5.6819	90.766
570.5	1.1820	15.6759	5.8404	93.298
571.0	1.2245	15.7782	6.0138	96.068
571.5	1.2415	15.8192	6.0834	97.179
572.0	1.2267	15.7834	6.0227	96.210
572.5	1.2404	15.8164	6.0787	97.104
573.0	1.2213	15.7706	6.0010	95.863
573.5	1.1868	15.6874	5.8600	93.610
574.0	1.1523	15.6045	5.7195	91.365
574.5	1.1007	15.4801	5.5086	87.998
575.0	1.0349	15.3218	5.2403	83.711
575.5	0.9913	15.2167	5.0622	80.866
576.0	0.9550	15.1293	4.9141	78.499
576.5	0.9575	15.1354	4.9244	78.665
577.0	0.9642	15.1514	4.9515	79.098
577.5	0.9549	15.1291	4.9138	78.495
578.0	0.9626	15.1477	4.9452	78.996
578.5	0.9477	15.1118	4.8844	78.026
579.0	0.9466	15.1092	4.8800	77.955
579.5	0.9774	15.1832	5.0054	79.959
580.0	1.0183	15.2817	5.1724	82.626
580.5	1.0549	15.3699	5.3218	85.013
581.0	1.0404	15.3350	5.2628	84.070
581.5	1.0293	15.3082	5.2173	83.344
582.0	1.0424	15.3399	5.2710	84.201
582.5	1.0354	15.3229	5.2422	83.741
583.0	1.0364	15.3254	5.2464	83.808
583.5	1.0760	15.4208	5.4081	86.392
584.0	1.0892	15.4525	5.4618	87.249
584.5	1.0824	15.4361	5.4341	86.806
585.0	1.0912	15.4573	5.4700	87.381
585.5	1.1443	15.5852	5.6868	90.843
586.0	1.1890	15.6927	5.8691	93.755
586.5	1.2069	15.7358	5.9421	94.922
587.0	1.2294	15.7900	6.0339	96.388
587.5	1.2518	15.8440	6.1254	97.850
588.0	1.2429	15.8226	6.0892	97.271
588.5	1.2507	15.8414	6.1209	97.779
589.0	1.2246	15.7786	6.0145	96.079
589.5	1.1979	15.7142	5.9055	94.337
590.0	1.1776	15.6654	5.8227	93.014
590.5	1.1742	15.6570	5.8085	92.788
591.0	1.1676	15.6412	5.7818	92.360
591.5	1.1380	15.5700	5.6610	90.431
592.0	1.1132	15.5103	5.5599	88.816
592.5	1.1046	15.4895	5.5247	88.253
593.0	1.0795	15.4292	5.4223	86.618
593.5	1.0890	15.4521	5.4611	87.238
594.0	1.0828	15.4370	5.4356	86.830
594.5	1.0506	15.3595	5.3042	84.731
595.0	0.9981	15.2331	5.0901	81.311
595.5	0.9629	15.1483	4.9462	79.013
596.0	0.9765	15.1812	5.0020	79.905
596.5	0.9937	15.2225	5.0721	81.024
597.0	0.9918	15.2180	5.0644	80.901
597.5	0.9926	15.2200	5.0677	80.954
598.0	1.0166	15.2777	5.1655	82.517
598.5	1.0487	15.3551	5.2967	84.612
599.0	1.0693	15.4047	5.3808	85.955
599.5	1.1213	15.5297	5.5927	89.341
600.0	1.1952	15.7076	5.8942	94.157
600.5	1.2136	15.7520	5.9695	95.359
601.0	1.2147	15.7546	5.9739	95.429
601.5	1.2148	15.7548	5.9742	95.434
602.0	1.2101	15.7436	5.9553	95.133
602.5	1.1876	15.6895	5.8635	93.666
603.0	1.1719	15.6515	5.7992	92.639
603.5	1.1669	15.6396	5.7790	92.316
604.0	1.1367	15.5669	5.6557	90.347
604.5	1.0976	15.4727	5.4962	87.798
605.0	1.0975	15.4725	5.4957	87.791
605.5	1.1373	15.5682	5.6580	90.383
606.0	1.2038	15.7284	5.9294	94.720
606.5	1.2822	15.9173	6.2496	99.834
607.0	1.3573	16.0979	6.5558	104.725
607.5	1.4289	16.2703	6.8480	109.393
608.0	1.4942	16.4276	7.1146	113.652
608.5	1.5461	16.5525	7.3263	117.034
609.0	1.5755	16.6233	7.4462	118.949
609.5	1.5884	16.6543	7.4988	119.790
610.0	1.5839	16.6436	7.4807	119.500
610.5	1.5684	16.6062	7.4173	118.488
611.0	1.5543	16.5722	7.3597	117.567
611.5	1.5569	16.5786	7.3704	117.738
612.0	1.5637	16.5949	7.3981	118.180
612.5	1.5749	16.6220	7.4440	118.914
613.0	1.5957	16.6719	7.5286	120.265
613.5	1.6353	16.7672	7.6902	122.847
614.0	1.6877	16.8936	7.9044	126.268
614.5	1.7472	17.0368	8.1472	130.147
615.0	1.8042	17.1739	8.3795	133.859
615.5	1.8472	17.2775	8.5552	136.664
616.0	1.8428	17.2670	8.5373	136.378
616.5	1.8036	17.1726	8.3773	133.823
617.0	1.7535	17.0520	8.1728	130.556
617.5	1.7127	16.9536	8.0062	127.894
618.0	1.6716	16.8548	7.8387	125.218
618.5	1.6232	16.7382	7.6410	122.061
619.0	1.5724	16.6158	7.4336	118.747
619.5	1.5220	16.4945	7.2280	115.463
620.0	1.4741	16.3792	7.0326	112.341
620.5	1.4622	16.3506	6.9840	111.565
621.0	1.4754	16.3824	7.0380	112.427
621.5	1.4880	16.4127	7.0894	113.249
622.0	1.4802	16.3939	7.0574	112.738
622.5	1.4765	16.3849	7.0422	112.495
623.0	1.4840	16.4030	7.0729	112.986
623.5	1.4848	16.4051	7.0764	113.041
624.0	1.4628	16.3520	6.9864	111.603
624.5	1.4182	16.2447	6.8045	108.698
625.0	1.3620	16.1092	6.5749	105.031
625.5	1.3055	15.9733	6.3445	101.350
626.0	1.2567	15.8557	6.1453	98.167
626.5	1.2220	15.7721	6.0036	95.905
627.0	1.1938	15.7043	5.8886	94.068
627.5	1.1700	15.6471	5.7916	92.518
628.0	1.1290	15.5482	5.6241	89.841
628.5	1.0934	15.4625	5.4788	87.521
629.0	1.0687	15.4031	5.3781	85.912
629.5	1.0748	15.4179	5.4032	86.313
630.0	1.0713	15.4093	5.3887	86.081
630.5	1.0759	15.4206	5.4077	86.385
631.0	1.0805	15.4315	5.4263	86.683
631.5	1.0494	15.3566	5.2993	84.653
632.0	0.9956	15.2271	5.0799	81.149
632.5	0.9801	15.1898	5.0167	80.139
633.0	0.9873	15.2071	5.0459	80.605
633.5	0.9936	15.2224	5.0718	81.019
634.0	0.9744	15.1761	4.9933	79.765
634.5	0.9922	15.2190	5.0661	80.928
635.0	1.0120	15.2666	5.1468	82.217
635.5	0.9989	15.2351	5.0934	81.365
636.0	1.0123	15.2674	5.1482	82.239
636.5	1.0298	15.3095	5.2195	83.378
637.0	1.0483	15.3539	5.2948	84.582
637.5	1.0527	15.3645	5.3127	84.868
638.0	1.0448	15.3457	5.2808	84.357
638.5	1.0514	15.3614	5.3074	84.783
639.0	1.0441	15.3438	5.2776	84.306
639.5	1.0288	15.3069	5.2151	83.309
640.0	1.0514	15.3616	5.3077	84.788
640.5	1.0793	15.4286	5.4213	86.603
641.0	1.1133	15.5104	5.5601	88.819
641.5	1.1097	15.5019	5.5456	88.587
642.0	1.0919	15.4589	5.4727	87.423
642.5	1.0880	15.4497	5.4570	87.173
643.0	1.0971	15.4715	5.4941	87.764
643.5	1.0636	15.3909	5.3575	85.582
644.0	1.0788	15.4275	5.4195	86.574
644.5	1.0907	15.4560	5.4678	87.346
645.0	1.0672	15.3995	5.3721	85.816
645.5	1.0414	15.3373	5.2666	84.131
646.0	1.0214	15.2892	5.1850	82.828
646.5	1.0161	15.2764	5.1634	82.482
647.0	1.0166	15.2777	5.1656	82.517
647.5	1.0043	15.2479	5.1151	81.712
648.0	1.0222	15.2911	5.1882	82.879
648.5	0.9554	15.1302	4.9156	78.524
649.0	0.8842	14.9590	4.6253	73.887
649.5	0.8517	14.8806	4.4926	71.767
650.0	0.8181	14.7997	4.3554	69.575
650.5	0.8083	14.7762	4.3156	68.940
651.0	0.8050	14.7683	4.3022	68.725
651.5	0.7974	14.7499	4.2710	68.227
652.0	0.7763	14.6992	4.1850	66.854
652.5	0.8098	14.7799	4.3218	69.038
653.0	0.8463	14.8676	4.4705	71.414
653.5	0.8634	14.9088	4.5403	72.528
654.0	0.8726	14.9309	4.5778	73.128
654.5	0.8979	14.9919	4.6811	74.778
655.0	0.8945	14.9838	4.6674	74.560
655.5	0.8705	14.9260	4.5695	72.995
656.0	0.8734	14.9329	4.5812	73.182
656.5	0.8893	14.9711	4.6459	74.216
657.0	0.8452	14.8649	4.4659	71.340
657.5	0.8463	14.8676	4.4706	71.415
658.0	0.8408	14.8545	4.4483	71.059
658.5	0.8173	14.7979	4.3524	69.528
659.0	0.8098	14.7798	4.3217	69.037
659.5	0.8035	14.7647	4.2961	68.628
660.0	0.8136	14.7889	4.3372	69.284
660.5	0.8010	14.7586	4.2857	68.462
661.0	0.7735	14.6925	4.1737	66.672
661.5	0.7556	14.6493	4.1006	65.505
662.0	0.7333	14.5955	4.0094	64.048
662.5	0.7351	14.6000	4.0170	64.169
663.0	0.7420	14.6165	4.0449	64.615
663.5	0.7123	14.5451	3.9239	62.682
664.0	0.7032	14.5231	3.8866	62.087
664.5	0.7177	14.5579	3.9456	63.029
665.0	0.7399	14.6114	4.0362	64.477
665.5	0.7704	14.6850	4.1610	66.470
666.0	0.8058	14.7701	4.3053	68.774
666.5	0.8340	14.8380	4.4203	70.612
667.0	0.8718	14.9290	4.5745	73.076
667.5	0.8886	14.9696	4.6434	74.175
668.0	0.9119	15.0256	4.7384	75.693
668.5	0.9306	15.0707	4.8147	76.913
669.0	0.9138	15.0302	4.7462	75.817
669.5	0.8945	14.9837	4.6673	74.558
670.0	0.8853	14.9615	4.6296	73.955
670.5	0.8684	14.9209	4.5608	72.857
671.0	0.8559	14.8907	4.5097	72.040
671.5	0.8504	14.8775	4.4872	71.681
672.0	0.8656	14.9141	4.5493	72.673
672.5	0.8671	14.9178	4.5556	72.774
673.0	0.8437	14.8614	4.4600	71.246
673.5	0.8823	14.9544	4.6177	73.765
674.0	0.8889	14.9701	4.6443	74.190
674.5	0.9037	15.0059	4.7050	75.159
675.0	0.9075	15.0150	4.7203	75.404
675.5	0.9179	15.0400	4.7627	76.081
676.0	0.9187	15.0420	4.7660	76.135
676.5	0.9366	15.0850	4.8390	77.300
677.0	0.9358	15.0830	4.8356	77.247
677.5	0.9561	15.1321	4.9188	78.576
678.0	0.9208	15.0471	4.7747	76.273
678.5	0.9314	15.0726	4.8180	76.965
679.0	0.9344	15.0796	4.8299	77.155
679.5	0.9241	15.0548	4.7879	76.483
680.0	0.9118	15.0254	4.7380	75.687
680.5	0.9197	15.0443	4.7700	76.198
681.0	0.9440	15.1030	4.8694	77.787
681.5	0.9936	15.2222	5.0715	81.015
682.0	1.0224	15.2917	5.1894	82.898
682.5	1.0895	15.4533	5.4632	87.271
683.0	1.1504	15.5997	5.7114	91.237
683.5	1.2046	15.7303	5.9328	94.773
684.0	1.2661	15.8783	6.1835	98.778
684.5	1.3311	16.0349	6.4490	103.020
685.0	1.4013	16.2039	6.7354	107.595
685.5	1.4465	16.3127	6.9198	110.540
686.0	1.4906	16.4188	7.0997	113.414
686.5	1.5638	16.5951	7.3985	118.186
687.0	1.6114	16.7099	7.5930	121.294
687.5	1.6465	16.7943	7.7362	123.581
688.0	1.6679	16.8457	7.8233	124.972
688.5	1.7063	16.9382	7.9800	127.477
689.0	1.7419	17.0239	8.1253	129.797
689.5	1.7588	17.0647	8.1943	130.900
690.0	1.7813	17.1188	8.2861	132.365
690.5	1.8153	17.2007	8.4249	134.584
691.0	1.8529	17.2913	8.5785	137.037
691.5	1.8942	17.3906	8.7468	139.726
692.0	1.9334	17.4850	8.9068	142.281
692.5	1.9716	17.5770	9.0627	144.771
693.0	2.0088	17.6666	9.2145	147.197
693.5	2.0411	17.7444	9.3465	149.305
694.0	2.0635	17.7982	9.4376	150.761
694.5	2.0758	17.8278	9.4878	151.563
695.0	2.0678	17.8086	9.4553	151.043
695.5	2.0403	17.7425	9.3432	149.252
696.0	1.9935	17.6298	9.1522	146.202
696.5	1.9666	17.5649	9.0422	144.444
697.0	1.9622	17.5544	9.0244	144.160
697.5	1.9791	17.5952	9.0935	145.263
698.0	1.9916	17.6251	9.1442	146.073
698.5	1.9981	17.6408	9.1708	146.499
699.0	1.9961	17.6361	9.1628	146.371
699.5	1.9850	17.6094	9.1176	145.649
700.0	1.9658	17.5631	9.0392	144.396
700.5	1.9468	17.5172	8.9614	143.154
701.0	1.9330	17.4840	8.9051	142.253
701.5	1.9244	17.4633	8.8700	141.694
702.0	1.9160	17.4431	8.8358	141.147
702.5	1.9072	17.4221	8.8001	140.577
703.0	1.8981	17.4002	8.7630	139.984
703.5	1.8920	17.3853	8.7378	139.581
704.0	1.9058	17.4187	8.7943	140.485
704.5	1.9397	17.5003	8.9326	142.694
705.0	1.9750	17.5853	9.0768	144.996
705.5	1.9646	17.5602	9.0343	144.318
706.0	1.9085	17.4251	8.8052	140.659
706.5	1.8385	17.2566	8.5196	136.097
707.0	1.7997	17.1631	8.3612	133.566
707.5	1.7920	17.1447	8.3299	133.066
708.0	1.7892	17.1379	8.3184	132.882
708.5	1.7682	17.0873	8.2327	131.512
709.0	1.7290	16.9929	8.0727	128.958
709.5	1.6896	16.8980	7.9118	126.387
710.0	1.6696	16.8499	7.8303	125.084
710.5	1.6690	16.8486	7.8281	125.049
711.0	1.6707	16.8525	7.8347	125.156
711.5	1.6502	16.8032	7.7512	123.821
712.0	1.6076	16.7007	7.5775	121.046
712.5	1.5534	16.5701	7.3560	117.508
713.0	1.5038	16.4507	7.1537	114.276
713.5	1.4611	16.3479	6.9795	111.493
714.0	1.4756	16.3828	7.0387	112.439
714.5	1.4680	16.3646	7.0078	111.945
715.0	1.4433	16.3051	6.9070	110.335
715.5	1.4216	16.2527	6.8182	108.917
716.0	1.3622	16.1098	6.5760	105.047
716.5	1.3052	15.9724	6.3431	101.328
717.0	1.2493	15.8380	6.1153	97.688
717.5	1.2053	15.7321	5.9357	94.820
718.0	1.1670	15.6398	5.7793	92.321
718.5	1.0918	15.4588	5.4726	87.421
719.0	1.0285	15.3064	5.2143	83.295
719.5	0.9777	15.1840	5.0067	79.979
720.0	0.9365	15.0848	4.8386	77.294
720.5	0.9403	15.0941	4.8544	77.546
721.0	0.9601	15.1416	4.9349	78.832
721.5	1.0010	15.2401	5.1018	81.498
722.0	1.0405	15.3353	5.2632	84.076
722.5	1.0626	15.3884	5.3533	85.516
723.0	1.0870	15.4471	5.4527	87.104
723.5	1.1492	15.5969	5.7066	91.160
724.0	1.2079	15.7382	5.9462	94.986
724.5	1.2288	15.7885	6.0314	96.348
725.0	1.2390	15.8130	6.0729	97.012
725.5	1.2335	15.7999	6.0508	96.657
726.0	1.2312	15.7944	6.0413	96.507
726.5	1.2508	15.8416	6.1214	97.785
727.0	1.2891	15.9338	6.2776	100.281
727.5	1.3062	15.9748	6.3472	101.392
728.0	1.2976	15.9541	6.3121	100.832
728.5	1.3001	15.9604	6.3227	101.001
729.0	1.3237	16.0171	6.4188	102.536
729.5	1.3424	16.0622	6.4953	103.759
730.0	1.3450	16.0683	6.5056	103.923
730.5	1.3228	16.0149	6.4151	102.478
731.0	1.3173	16.0016	6.3925	102.117
731.5	1.3573	16.0979	6.5557	104.724
732.0	1.3767	16.1447	6.6351	105.991
732.5	1.3618	16.1089	6.5744	105.023
733.0	1.3794	16.1511	6.6459	106.165
733.5	1.4350	16.2851	6.8730	109.793
734.0	1.4611	16.3480	6.9796	111.496
734.5	1.4575	16.3392	6.9647	111.257
735.0	1.4701	16.3696	7.0163	112.081
735.5	1.4595	16.3439	6.9728	111.386
736.0	1.3995	16.1996	6.7282	107.479
736.5	1.3597	16.1037	6.5655	104.881
737.0	1.3767	16.1446	6.6349	105.989
737.5	1.3843	16.1629	6.6659	106.484
738.0	1.3292	16.0303	6.4411	102.893
738.5	1.2773	15.9054	6.2295	99.512
739.0	1.2878	15.9307	6.2724	100.199
739.5	1.3166	16.0001	6.3900	102.076
740.0	1.3243	16.0185	6.4211	102.574
740.5	1.3307	16.0340	6.4475	102.996
741.0	1.3191	16.0060	6.4001	102.237
741.5	1.2845	15.9227	6.2588	99.981
742.0	1.2137	15.7522	5.9699	95.365
742.5	1.1703	15.6477	5.7927	92.536
743.0	1.1612	15.6258	5.7556	91.942
743.5	1.1393	15.5731	5.6663	90.516
744.0	1.0492	15.3561	5.2985	84.641
744.5	0.9726	15.1717	4.9860	79.648
745.0	0.9118	15.0254	4.7380	75.687
745.5	0.8933	14.9809	4.6625	74.481
746.0	0.8602	14.9010	4.5271	72.318
746.5	0.8467	14.8686	4.4723	71.442
747.0	0.8341	14.8383	4.4209	70.621
747.5	0.7987	14.7530	4.2762	68.310
748.0	0.7844	14.7186	4.2180	67.380
748.5	0.7990	14.7537	4.2774	68.329
749.0	0.7997	14.7555	4.2805	68.379
749.5	0.8014	14.7596	4.2875	68.491
750.0	0.7871	14.7252	4.2291	67.557
750.5	0.7859	14.7223	4.2243	67.481
751.0	0.7759	14.6982	4.1833	66.826
751.5	0.7682	14.6796	4.1519	66.324
752.0	0.7947	14.7433	4.2599	68.049
752.5	0.7852	14.7206	4.2214	67.434
753.0	0.7993	14.7544	4.2787	68.350
753.5	0.8164	14.7956	4.3484	69.463
754.0	0.8367	14.8446	4.4315	70.790
754.5	0.8893	14.9712	4.6460	74.218
755.0	0.9186	15.0416	4.7654	76.125
755.5	0.9657	15.1551	4.9579	79.199
756.0	0.9932	15.2213	5.0700	80.991
756.5	1.0141	15.2716	5.1553	82.354
757.0	1.0782	15.4260	5.4169	86.532
757.5	1.0844	15.4409	5.4423	86.937
758.0	1.0689	15.4037	5.3791	85.929
758.5	1.0827	15.4368	5.4353	86.826
759.0	1.0483	15.3541	5.2950	84.585
759.5	1.0923	15.4600	5.4746	87.454
760.0	1.0762	15.4212	5.4088	86.403
760.5	1.0802	15.4308	5.4250	86.662
761.0	1.0741	15.4161	5.4002	86.265
761.5	0.9991	15.2355	5.0941	81.376
762.0	1.0035	15.2460	5.1119	81.660
762.5	1.0351	15.3222	5.2410	83.722
763.0	1.0430	15.3413	5.2734	84.240
763.5	1.0896	15.4535	5.4636	87.279
764.0	1.0617	15.3863	5.3496	85.457
764.5	1.0895	15.4532	5.4630	87.268
765.0	1.1208	15.5285	5.5908	89.309
765.5	1.1582	15.6185	5.7433	91.745
766.0	1.2289	15.7889	6.0321	96.359
766.5	1.2732	15.8956	6.2128	99.247
767.0	1.3188	16.0052	6.3986	102.215
767.5	1.3395	16.0552	6.4834	103.569
768.0	1.3303	16.0331	6.4459	102.969
768.5	1.3416	16.0602	6.4918	103.703
769.0	1.3498	16.0798	6.5251	104.235
769.5	1.3548	16.0920	6.5457	104.564
770.0	1.3541	16.0903	6.5428	104.518
770.5	1.3364	16.0476	6.4706	103.363
771.0	1.3017	15.9641	6.3289	101.101
771.5	1.2579	15.8586	6.1501	98.245
772.0	1.2265	15.7830	6.0220	96.197
772.5	1.2075	15.7372	5.9445	94.959
773.0	1.1988	15.7163	5.9091	94.394
773.5	1.2134	15.7516	5.9688	95.349
774.0	1.2514	15.8430	6.1238	97.824
774.5	1.3158	15.9980	6.3865	102.021
775.0	1.3760	16.1430	6.6322	105.946
775.5	1.4321	16.2780	6.8609	109.600
776.0	1.5148	16.4773	7.1987	114.996
776.5	1.5780	16.6293	7.4565	119.113
777.0	1.6562	16.8177	7.7757	124.212
777.5	1.7782	17.1114	8.2736	132.167
778.0	1.8276	17.2303	8.4751	135.385
778.5	1.8263	17.2272	8.4698	135.300
779.0	1.8242	17.2220	8.4611	135.161
779.5	1.8270	17.2288	8.4726	135.345
780.0	1.8290	17.2338	8.4810	135.479
780.5	1.7971	17.1569	8.3506	133.397
781.0	1.8145	17.1989	8.4218	134.534
781.5	1.8077	17.1823	8.3938	134.086
782.0	1.7294	16.9939	8.0744	128.984
782.5	1.6991	16.9209	7.9507	127.007
783.0	1.7462	17.0343	8.1428	130.077
